effectsizeID;studyID;y;v;Author;Intervention_Type;Year;RoB;y0;Comment_y0;Direction_category;Diretion_describe;Instrument;Instrument_cat;Instrument_dik;Instrument_dik_string;Mean_age;Lowest_age;Highest_age;Ungdom13;No_sessions;Gender;Design;Intervent;CntrlVSIntv;AcceptMindfulness;InterventRandomizedN;InterventPreN;InterventPostN;InterventFlwUpN;Control;ControlRandomizedN;ControlPreN;ControlPostN;ControlFlwUpN;ITT;Domain;Informant;InformantOther;InterventPreM;InterventPreSD;ControlPreM;ControlPreSD;InterventPostM;InterventPostSD;ControlPostM;ControlPostSD;InterventFlwUpM;InterventFlwUpSD;ControlFlwUpM;ControlFlwUpSD;InterventEndringSD;ControlEndringSD;FlwUpTime;EStype;EStypeOther;Effect_endring_;Effect_endring_innad_Intervensjon;Effect_endring_innad_Control;Effect_post_adj_baseline;Effect_post_crude;stat_sig_05;ESlowCI;EShighCI;PTSD;DiagSpec;TreatEl;Accept;AffWorkMemTrain;AltActEmAvoid;AskNeed;AwareEmPhy;BehavActiv;duplicate;ChallNegAssump;CoachSkillVal;CognDis;CognFlex;CommSkillTrain;ComplMood;Dilemma;CopeStressBehav;Depress;SoluNotHurt;DiscDilemm;DiscSelfC;DiscChall;DistAlarm;Distract;Downreg;EmDysreg;EmMan;EncourTeachEm;EnhancEmRecogn;EstabCop;EstabRout;EvalConc;ExplorTemp;ExplorThought;ExposEm;FocusEat;FocusSleep;FocusMind;FollowRules;FuncAdapt;FysRelax;Restruct;IdentFeel;InterrAlarm;AvoidSelfHarm;BehavMod;PersFin;AssessGoal;AssistReg;DevelAct;Lifestyle;BalanceSchoolRecr;KeepFriend;MentHealthSkill;Mindful;MindfExerc;NormExp;OrgSkill;SkillTrain;PhysExerc;PractAwar;ProblSolvU;PsychEd;RecognOthFeel;RecognTrigg;RestructRat;SayNo;SelfEstW;SelfExplorMon;SelfMon;SelfShooth;SetGoal;SlowBreath;SocSkillTrain;SocSuppPR;StratManStrong;Stress;StressInoc;TakDist;TeachAlarmAdapt;TeachRecognTrigg;TeachCognFlex;TeachFamSupp;TrainThought;TrainBehavReg;TrainCognSkill;TrainEmRecogn;TrainPrevMal;UndDevTemp;Unspec;UpregPos;ValTrain;OLifestyle;OMindful;OOrgSkills;OParSkillsTr;OParSuppGr;OProblSolvSk;OPsyched;OSelfExMon;OSocSkillsTr;OStressMan;OTrBehavReg;OTrCognFlex;OTrEmRecDiff;OTrPrevMal;OTrALRM;studieTrim;Other_measure;Measure_short_post;Measure_mid_post;Indicated;sub_anxiety_depr;Behavior_problems;Identified;OCD;elementPTSD;Suicidal;Bipolar;BorderlinePD;Ext_problems;ODD;ADHD;Anxiety;Depression;D_clinicians;D_psychologists;D_PhD;D_para;D_professional;D_doc_student;D_computer;D_audio;Psychoeducation;Individual_therapy;Family_therapy;Family_skills;Telephone_coaching;Group_interaction;Instruction_1on1;Multifamily;Child_parent;Work_shop;Role_play_child;Invivo_coaching;Unstructured_pay;Homework;Homework_reviewed;Parental_obs;Peer_feedback_child;Observing_peers;Reward_based;Important_others;Watch_video;I_normal;I_intensive;Sessions_1;Sessions_2;Sessions_3;Sessions_4;Duration_individual;Duration_short;Duration_long;Home;Hospital;School;Service_agency;Residential_facilities;Info_material;Edu_material;Org_material;Diary;Web_based_app;Media_clipps;Computer_prog;Arts_activity;Videobased;Vignette_discussion;Bug_in_ear;Presentation;Feeling_board;Feeling_dictionary;Element_repeat;Feedback_performance;Peer_qritique;Self_monitoring;Ext_monitoring;Regulary_support;Practitioner_influence;Culturally_sensitive;Multicomponent;Flexible;Individualized;Imp_Reminders;Imp_Acess_web;Imp_aduit_feedback;Imp_fidelity_ext;Imp_fidelity_local;Imp_strucutred_manual;Emoreg_effectsize;Intern_effectsize;Ext_effectsize;Time_first_PM_months;Time_last_FU_months;ControlGroup;Emoreg_sig;Intern_sig;Ext_sig
30;13;-0,030776595;0,083925951;Griffiths;8;2019;2;0,030776595; ;2;Higher scores reflect greater impairment or dysregulation;DERS (Difficulties in Emotion Regulation Scale) - Goal difficulties;1;2;no;15,5;12;18;2; ;Both boys and girls;1;Mentalization based treatment for adolescents (MBT-Ai);1;0;26;22;22;22;TAU;27;26;26;26;1;1;2; ;21,82;2,79;21,58;2,84;20,95;3,2;20,85;3,29;21,45;3,08;20,42;3,49; ; ;24;4; ;0,495; ; ; ; ;2; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;ye;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;yes;no;32;Present;Present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;.;.;.;0;6;Waitinglist Control;Not Significant;Not Significant;Not measured
31;13;-0,178737667;0,084248867;Griffiths;8;2019;2;0,178737667; ;2;Higher scores reflect greater impairment or dysregulation;DERS (Difficulties in Emotion Regulation Scale) impulse control difficulties;1;2;no;15,5;12;18;2; ;Both boys and girls;1;Mentalization based treatment for adolescents (MBT-Ai);1;0;26;22;22;22;TAU;27;26;26;26;1;1;2; ;23,59;4,85;22,38;4,84;22,82;5,21;21,88;5,3;23,5;5,27;21,27;5,1; ; ;24;4; ;0,704; ; ; ; ;2; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;ye;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;yes;no;32;Present;Present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;.;.;.;0;6;Waitinglist Control;Not Significant;Not Significant;Not measured
32;13;0,059625279;0,083953117;Griffiths;8;2019;2;-0,059625279; ;2;Higher scores reflect greater impairment or dysregulation;DERS (Difficulties in Emotion Regulation Scale) lack of emotional awareness;1;2;no;15,5;12;18;2; ;Both boys and girls;1;Mentalization based treatment for adolescents (MBT-Ai);1;0;26;22;22;22;TAU;27;26;26;26;1;1;2; ;21,5;4,82;20,92;4,51;21,5;4,03;21,76;4,62;21,41;4,17;20,92;4,77; ; ;24;4; ;0,705; ; ; ; ;2; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;ye;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;yes;no;32;Present;Present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;.;.;.;0;6;Waitinglist Control;Not Significant;Not Significant;Not measured
33;13;-0,084163577;0,08398987;Griffiths;8;2019;2;0,084163577; ;2;Higher scores reflect greater impairment or dysregulation;DERS (Difficulties in Emotion Regulation Scale) emotion regulation strategies;1;2;no;15,5;12;18;2; ;Both boys and girls;1;Mentalization based treatment for adolescents (MBT-Ai);1;0;26;22;22;22;TAU;27;26;26;26;1;1;2; ;31,86;6,06;30,33;6,89;30,18;6,17;29,61;7,24;30,82;6,8;29,27;7,86; ; ;24;4; ;0,385; ; ; ; ;2; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;ye;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;yes;no;32;Present;Present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;.;.;.;0;6;Waitinglist Control;Not Significant;Not Significant;Not measured
34;13;-0,316550638;0,084959879;Griffiths;8;2019;2;0,316550638; ;2;Higher scores reflect greater impairment or dysregulation;DERS (Difficulties in Emotion Regulation Scale) lack of emotional clarity;1;2;no;15,5;12;18;2; ;Both boys and girls;1;Mentalization based treatment for adolescents (MBT-Ai);1;0;26;22;22;22;TAU;27;26;26;26;1;1;2; ;18,05;3,37;17,21;4,71;17,91;4,29;16,48;4,7;18,14;4,02;17,95;5,46; ; ;24;4; ;0,6; ; ; ; ;2; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;ye;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;no;no;no;yes;no;32;Present;Present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;.;.;.;0;6;Waitinglist Control;Not Significant;Not Significant;Not measured
37;15;0,074652485;0,085513833;Hoorelbeke;11;2015;2;-0,074652485; ;2;Higher scores indicate higher levels of worry;PSWQ Penn State Worry Questionnaire Worrying;7;2;no; ; ; ;2; ;Both boys and girls;1; CCT: Working memory based Cognitive Control Training;1;0; ;25;25;20;VST visual search training (active control); ;22;22;17;3;1;2; ;57,16;13,18;58,55;8,85;55,12;14,36;56;7,88;55,35;13,78;56,06;10,46; ; ;1; ; ; ; ; ; ; ; ; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;39;Present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;.;.;.;0;1;Active Control;Not Significant;Not Significant;Not measured
38;15;0,22847369;0,086009867;Hoorelbeke;11;2015;2;-0,22847369; ;2;Higher scores indicate higher levels of rumination;RRS-NL Ruminative Response Scale Brooding;6;2;no; ; ; ;2; ;Both boys and girls;1; CCT: Working memory based Cognitive Control Training;1;0; ;25;25;20;VST visual search training (active control); ;22;22;17;3;1;2; ;12,88;3,77;13,14;2,88;11,76;3,9;12,55;2,87;11,25;3,34;12,53;3; ; ;1; ; ; ; ; ; ; ; ; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;39;Present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;.;.;.;0;1;Active Control;Not Significant;Not Significant;Not measured
39;15;-0,338040104;0,086670196;Hoorelbeke;11;2015;2;0,338040104; ;2;Higher scores indicate higher levels of rumination;RRS-NL Ruminative Response Scale Reflection;6;2;no; ; ; ;2; ;Both boys and girls;1; CCT: Working memory based Cognitive Control Training;1;0; ;25;25;20;VST visual search training (active control); ;22;22;17;3;1;2; ;11,6;1;10,55;2,99;10,96;3,78;9,73;3,47;11,2;2,95;10,18;3,68; ; ;1; ; ; ; ; ; ; ; ; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;39;Present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;.;.;.;0;1;Active Control;Not Significant;Not Significant;Not measured
40;15;0,132048422;0,085640043;Hoorelbeke;11;2015;2;0,132048422; ;1;Higher scores representing higher levels of positive affect;PANAS Positive and Negative Affect Schedule Positive affect;18;1;yes; ; ; ;2; ;Both boys and girls;1; CCT: Working memory based Cognitive Control Training;1;0; ;25;25;20;VST visual search training (active control); ;22;22;17;3;1;2; ;28,64;7,17;28,64;6,44;28,24;8,29;27,27;6,09;26,15;7,47;23,88;6,25; ; ;1; ; ; ; ; ; ; ; ; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;39;Present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;.;.;.;0;1;Active Control;Not Significant;Not Significant;Not measured
41;15;-0,589604811;0,089152778;Hoorelbeke;11;2015;2;0,589604811; ;2;Lower scores representing lower levels of negative affect;PANAS Positive and Negative Affect Schedule Negative affect;19;2;no; ; ; ;2; ;Both boys and girls;1; CCT: Working memory based Cognitive Control Training;1;0; ;25;25;20;VST visual search training (active control); ;22;22;17;3;1;2; ;16,6;5,09;15,68;5,29;17,48;7,56;13,95;3,39;20,2;7,66;17,18;5,34; ; ;1; ; ; ; ; ; ; ; ; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;39;Present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;.;.;.;0;1;Active Control;Not Significant;Not Significant;Not measured
42;16;0,220179579;0,027155435;Idsoe;1;2019;1;-0,220179579; ;2;Høyere skåre = mer bruk av suppression = assosiert med negative utfall;ERQ Emotion Regulation Questionnaire suppression;2;2;no;16,7;16;20;2;1;Both boys and girls;1;Adolescent Coping with Depression Course (ACDC),;1;0;133;122;80; ;Usual Care;95;95;69; ;1;1;2; ;4,33;1,14;4,42;1,05;3,88;1,34;4,17;1,29; ; ; ; ; ; ; ;2; ; ; ; ; ;-0,11;2; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;yes;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;yes;no;no;yes;yes;no;no;33;Present;Present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;.;.;.;0;0;Active Control;Not Significant;its complicated - more than one measure of emoreg;Not measured
43;16;0,192075153;0,027116555;Idsoe;1;2019;1;0,192075153; ;1;Høyere skåre = mer bruk av reappraisal = assosiert med positive utfall;ERQ Emotion Regulation Questionnaire : reappraisal;5;1;yes;16,7;16;20;2;1;Both boys and girls;1;Adolescent Coping with Depression Course (ACDC),;1;0;133;122;80; ;Usual Care;95;95;69; ;1;1;2; ;4,01;1,05;4,02;1,09;4,09;1,15;3,87;1,14; ; ; ; ; ; ; ;2; ; ; ; ; ;0,21;2; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;yes;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;yes;no;no;yes;yes;no;no;33;Present;Present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;.;.;.;0;0;Active Control;Not Significant;its complicated - more than one measure of emoreg;Not measured
44;16;0,221676591;0,027157655;Idsoe;1;2019;1;-0,221676591; ;2;Higher scores indicate higher levels of rumination;RRS Ruminative Responses Scale: brooding;6;2;no;16,7;16;20;2;1;Both boys and girls;1;Adolescent Coping with Depression Course (ACDC),;1;0;133;122;80; ;Usual Care;95;95;69; ;1;1;2; ;2,86;0,66;2,73;0,63;2,56;0,74;2,72;0,7; ; ; ; ; ; ; ;2; ; ; ; ; ;-0,21;2; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;yes;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;yes;no;no;yes;yes;no;no;33;Present;Present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;.;.;.;0;0;Active Control;Not Significant;its complicated - more than one measure of emoreg;Not measured
45;16;0,348803043;0,027401021;Idsoe;1;2019;1;-0,348803043; ;2;Higher scores indicate higher levels of rumination;RRS Ruminative Responses Scale: reflection;6;2;no;16,7;16;20;2;1;Both boys and girls;1;Adolescent Coping with Depression Course (ACDC),;1;0;133;122;80; ;Usual Care;95;95;69; ;1;1;2; ;2,41;0,59;2,4;0,65;2,08;0,64;2,32;0,74; ; ; ; ; ; ; ;2; ; ; ; ; ;-0,35;1; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;yes;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;yes;no;no;yes;yes;no;no;33;Present;Present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;.;.;.;0;0;Active Control;Not Significant;its complicated - more than one measure of emoreg;Not measured
